	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Comparison
GO:0018108	BP	GO:0018108	peptidyl-tyrosine phosphorylation	12/218	316/21359	0.000104701102801142	0.00785734185112206	0.00642985002130457	Adora1/Enpp2/Cntn1/Ddr1/Prnp/Hck/Il6ra/Plpp3/Hes5/Gprc5b/Fgfr2/Clk3	12	AbstinencevsSaline
GO:0007160	BP	GO:0007160	cell-matrix adhesion	10/218	228/21359	0.000123799375128308	0.0090841230371927	0.00743375429133019	Cntn2/Epdr1/Fermt2/Enpp2/Apod/Ddr1/Fermt3/Itga6/Bcan/Tmem8b	10	AbstinencevsSaline
GO:0061900	BP	GO:0061900	glial cell activation	5/218	48/21359	0.000126736107823571	0.00909744843550939	0.00744465878222213	Ifngr1/Nr1d1/Clu/Il33/Syt11	5	AbstinencevsSaline
GO:00991751	BP	GO:0099175	regulation of postsynapse organization	7/218	110/21359	0.000136975936454906	0.00942280296196044	0.00771090414209967	Nrxn1/Prnp/Nlgn1/Ptprd/Ptprf/Eef2k/Pak3	7	AbstinencevsSaline
GO:1905477	BP	GO:1905477	positive regulation of protein localization to membrane	7/218	110/21359	0.000136975936454906	0.00942280296196044	0.00771090414209967	Ank3/Nrxn1/Tnfaip6/Prnp/Gper1/Clip3/Pls1	7	AbstinencevsSaline
GO:0099545	BP	GO:0099545	trans-synaptic signaling by trans-synaptic complex	3/218	11/21359	0.000162885680855587	0.0109765003711255	0.00898233174557017	Efnb3/Nlgn1/Ptprd	3	AbstinencevsSaline
GO:0034329	BP	GO:0034329	cell junction assembly	14/218	437/21359	0.000170304512286533	0.0112469099914026	0.00920361437977958	Fzd5/Gja1/Fermt2/Enpp2/Apod/Nrxn1/Ctnna1/Nlgn1/Cldn11/Ugt8a/Ptprd/Lrrn1/Eef2k/Gpm6a	14	AbstinencevsSaline
GO:2000310	BP	GO:2000310	regulation of NMDA receptor activity	4/218	28/21359	0.000178330973123202	0.0114610372936167	0.00937883985231093	Ifngr1/Nrxn1/Nlgn1/Slc6a9	4	AbstinencevsSaline
GO:2001235	BP	GO:2001235	positive regulation of apoptotic signaling pathway	8/218	153/21359	0.000180488776277429	0.0114610372936167	0.00937883985231093	Unc5b/Clu/Myc/Ctnna1/Mal/Gper1/Dedd2/Bax	8	AbstinencevsSaline
GO:0045664	BP	GO:0045664	regulation of neuron differentiation	10/218	242/21359	0.000200945319250632	0.0124618735064207	0.0101978479680519	Cntn2/Ednrb/Sox8/Hspa1a/Nlgn1/Hes5/Mmd2/Mag/Gprc5b/Fez1	10	AbstinencevsSaline
GO:00717091	BP	GO:0071709	membrane assembly	5/218	53/21359	0.000203798052497491	0.0124618735064207	0.0101978479680519	Ank3/Nrxn1/Nlgn1/Syt11/Ptprd	5	AbstinencevsSaline
GO:0042749	BP	GO:0042749	regulation of circadian sleep/wake cycle	4/218	30/21359	0.000234905827073628	0.0138569576745142	0.0113394785777289	Adora1/Nr1d1/Ptgds/Nlgn1	4	AbstinencevsSaline
GO:00311091	BP	GO:0031109	microtubule polymerization or depolymerization	7/218	120/21359	0.000235005944813081	0.0138569576745142	0.0113394785777289	Tppp/Stmn4/Slain1/Tubb4a/Clip3/Tppp3/Cryab	7	AbstinencevsSaline
GO:00487131	BP	GO:0048713	regulation of oligodendrocyte differentiation	5/218	56/21359	0.000264634023420913	0.0151709944527797	0.0124147861775273	Aspa/Enpp2/Il33/Opalin/Hes5	5	AbstinencevsSaline
GO:00316471	BP	GO:0031647	regulation of protein stability	11/218	299/21359	0.000266480217523084	0.0151709944527797	0.0124147861775273	Nr1d1/Clu/Cdc37l1/Gsn/Prnp/Pfn2/Plpp3/Hps4/Insc/Bag3/Cryab	11	AbstinencevsSaline
GO:0042391	BP	GO:0042391	regulation of membrane potential	14/218	458/21359	0.000275060579207142	0.0153050297307825	0.0125244704386237	Adora1/Kcnj10/Gja1/Ank3/Kcnh6/Myc/Slc25a27/Nrxn1/Nlgn1/Pex5l/Ppid/Glrb/Cnr1/Bax	14	AbstinencevsSaline
GO:0099550	BP	GO:0099550	trans-synaptic signaling, modulating synaptic transmission	3/218	13/21359	0.000278104719517549	0.0153050297307825	0.0125244704386237	Efnb3/Cnr1/Cspg5	3	AbstinencevsSaline
GO:1901890	BP	GO:1901890	positive regulation of cell junction assembly	7/218	125/21359	0.0003017981911195	0.0163366824110916	0.0133686964038612	Fermt2/Enpp2/Nrxn1/Nlgn1/Ptprd/Lrrn1/Eef2k	7	AbstinencevsSaline
GO:00512581	BP	GO:0051258	protein polymerization	10/218	258/21359	0.000335062832431169	0.0176683767482564	0.0144584536047608	Gas7/Tppp/Slain1/Tubb4a/Gsn/Ube2c/Pfn2/Clip3/Tppp3/Pak3	10	AbstinencevsSaline
GO:2001238	BP	GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	5/218	59/21359	0.00033835476504177	0.0176683767482564	0.0144584536047608	Unc5b/Ctnna1/Mal/Gper1/Dedd2	5	AbstinencevsSaline
GO:0060074	BP	GO:0060074	synapse maturation	4/218	33/21359	0.000342451881250275	0.0176683767482564	0.0144584536047608	Nrxn1/Nlgn1/Bcan/Sez6l2	4	AbstinencevsSaline
GO:00076261	BP	GO:0007626	locomotory behavior	10/218	261/21359	0.000367088845954685	0.0184255613965971	0.0150780758408189	Cntn2/Kcnj10/Efnb3/Cnp/Cntn1/Glrb/Espn/Gpr37/Gprc5b/Sez6l2	10	AbstinencevsSaline
GO:19029041	BP	GO:1902904	negative regulation of supramolecular fiber organization	8/218	170/21359	0.000368728894848797	0.0184255613965971	0.0150780758408189	Tmeff2/Clu/Tubb4a/Gsn/Pfn2/Ctnna2/Clip3/Cryab	8	AbstinencevsSaline
GO:00508071	BP	GO:0050807	regulation of synapse organization	10/218	262/21359	0.000378315297810075	0.0184255613965971	0.0150780758408189	Nrxn1/Prnp/Nlgn1/Ptprd/Ptprf/Ctnna2/Lrrn1/Eef2k/Gpm6a/Pak3	10	AbstinencevsSaline
GO:0014002	BP	GO:0014002	astrocyte development	4/218	34/21359	0.000385028387754451	0.0184255613965971	0.0150780758408189	Ifngr1/Nr1d1/Tspan2/Plp1	4	AbstinencevsSaline
GO:0099560	BP	GO:0099560	synaptic membrane adhesion	4/218	34/21359	0.000385028387754451	0.0184255613965971	0.0150780758408189	Nrxn1/Nlgn1/Ptprd/Ptprf	4	AbstinencevsSaline
GO:1903078	BP	GO:1903078	positive regulation of protein localization to plasma membrane	5/218	62/21359	0.000426649825087701	0.020125681749137	0.0164693248270696	Nrxn1/Prnp/Gper1/Clip3/Pls1	5	AbstinencevsSaline
GO:19038291	BP	GO:1903829	positive regulation of protein localization	14/218	482/21359	0.000458531063447755	0.0213249235423167	0.0174506929558249	Gja1/Ank3/Fermt2/Nrxn1/Tnfaip6/Prnp/Nlgn1/Ppid/Syt11/Cd38/Gper1/Clip3/Bag3/Pls1	14	AbstinencevsSaline
GO:00508031	BP	GO:0050803	regulation of synapse structure or activity	10/218	270/21359	0.000478859017367984	0.0214768891494303	0.0175750500323847	Nrxn1/Prnp/Nlgn1/Ptprd/Ptprf/Ctnna2/Lrrn1/Eef2k/Gpm6a/Pak3	10	AbstinencevsSaline
GO:0010976	BP	GO:0010976	positive regulation of neuron projection development	9/218	222/21359	0.000479113430201818	0.0214768891494303	0.0175750500323847	Cntn1/Nrxn1/Itga6/Nlgn1/Cnr1/Gprc5b/Eef2k/Fez1/Pak3	9	AbstinencevsSaline
GO:0048710	BP	GO:0048710	regulation of astrocyte differentiation	4/218	36/21359	0.000481311265008432	0.0214768891494303	0.0175750500323847	Cntn2/Nr1d1/Hes5/Mag	4	AbstinencevsSaline
GO:00074091	BP	GO:0007409	axonogenesis	14/218	487/21359	0.000507703126467365	0.0223524763146032	0.0182915638686558	Cntn2/Unc5b/Ank3/Efnb3/Omg/Cnp/Cntn1/Dclk1/Ctnna2/Aplp1/Mag/Fgfr2/Ncam1/Pak3	14	AbstinencevsSaline
GO:0042745	BP	GO:0042745	circadian sleep/wake cycle	4/218	37/21359	0.000535368341211995	0.0232603455616053	0.01903449490154	Adora1/Nr1d1/Ptgds/Nlgn1	4	AbstinencevsSaline
GO:0150076	BP	GO:0150076	neuroinflammatory response	5/218	66/21359	0.000570123878766496	0.0244486889309996	0.0200069445904798	Ifngr1/Nr1d1/Clu/Il33/Syt11	5	AbstinencevsSaline
GO:00226041	BP	GO:0022604	regulation of cell morphogenesis	11/218	330/21359	0.000610491463396786	0.0258441386171306	0.0211488743122746	Cntn2/Gas7/Fermt2/Enpp2/Ermn/Hck/Ptprd/Ptprf/Eef2k/Cspg5/Pak3	11	AbstinencevsSaline
GO:1904377	BP	GO:1904377	positive regulation of protein localization to cell periphery	5/218	69/21359	0.000699454092748419	0.0287762199641186	0.0235482663291442	Nrxn1/Prnp/Gper1/Clip3/Pls1	5	AbstinencevsSaline
GO:0019233	BP	GO:0019233	sensory perception of pain	7/218	144/21359	0.000706652367696757	0.0287762199641186	0.0235482663291442	Adora1/Kcnj10/Ednrb/Il33/Cnr1/Grm3/Ncam1	7	AbstinencevsSaline
GO:0050731	BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	8/218	188/21359	0.000717423425165323	0.0287762199641186	0.0235482663291442	Adora1/Enpp2/Cntn1/Prnp/Il6ra/Plpp3/Hes5/Gprc5b	8	AbstinencevsSaline
GO:0097191	BP	GO:0097191	extrinsic apoptotic signaling pathway	9/218	235/21359	0.000720459949524235	0.0287762199641186	0.0235482663291442	Unc5b/Ctnna1/Il33/Itga6/Mal/Gper1/Dedd2/Bax/Bag3	9	AbstinencevsSaline
GO:1900181	BP	GO:1900181	negative regulation of protein localization to nucleus	4/218	40/21359	0.000723327152338534	0.0287762199641186	0.0235482663291442	Apod/Ctnna1/Pkig/Dclk1	4	AbstinencevsSaline
GO:0071695	BP	GO:0071695	anatomical structure maturation	10/218	286/21359	0.000747056789454981	0.029366446652147	0.0240312628888589	Fzd5/Cntn2/Gja1/Ank3/Ednrb/Sox10/Sox8/Nrxn1/Hes5/Bfsp2	10	AbstinencevsSaline
GO:2001257	BP	GO:2001257	regulation of cation channel activity	8/218	191/21359	0.000795354703089565	0.0308971909364911	0.0252839074034788	Ifngr1/Ank3/Nrxn1/Nlgn1/Gstm7/Slc6a9/Gper1/P2ry6	8	AbstinencevsSaline
GO:00066331	BP	GO:0006633	fatty acid biosynthetic process	7/218	148/21359	0.000830650658064913	0.0315265341716131	0.0257989139655491	Scd2/Ptgds/Gstm7/Prkab1/Fa2h/Elovl4/Plp1	7	AbstinencevsSaline
GO:1900180	BP	GO:1900180	regulation of protein localization to nucleus	7/218	148/21359	0.000830650658064913	0.0315265341716131	0.0257989139655491	Fermt2/Apod/Ctnna1/Pkig/Dclk1/Gper1/Bag3	7	AbstinencevsSaline
GO:0048678	BP	GO:0048678	response to axon injury	5/218	72/21359	0.000849557738508857	0.0318777233245028	0.0260863004156966	Omg/Matn4/Ptprf/Mag/Bax	5	AbstinencevsSaline
GO:0048484	BP	GO:0048484	enteric nervous system development	3/218	19/21359	0.000900604729456079	0.0331870549269779	0.0271577576580548	Ednrb/Sox10/Sox8	3	AbstinencevsSaline
GO:0046847	BP	GO:0046847	filopodium assembly	5/218	73/21359	0.000904553283897035	0.0331870549269779	0.0271577576580548	Nrxn1/Itga6/Nlgn1/Espn/Gpm6a	5	AbstinencevsSaline
GO:0008344	BP	GO:0008344	adult locomotory behavior	6/218	110/21359	0.000935786686536679	0.0335018772369184	0.0274153842542541	Cntn2/Kcnj10/Efnb3/Cnp/Glrb/Sez6l2	6	AbstinencevsSaline
GO:00322711	BP	GO:0032271	regulation of protein polymerization	8/218	196/21359	0.00094025851283013	0.0335018772369184	0.0274153842542541	Tppp/Slain1/Tubb4a/Gsn/Pfn2/Clip3/Tppp3/Pak3	8	AbstinencevsSaline
GO:0022898	BP	GO:0022898	regulation of transmembrane transporter activity	10/218	295/21359	0.000945693409460648	0.0335018772369184	0.0274153842542541	Ifngr1/Gja1/Ank3/Nrxn1/Prnp/Nlgn1/Gstm7/Slc6a9/Gper1/P2ry6	10	AbstinencevsSaline
GO:0051281	BP	GO:0051281	positive regulation of release of sequestered calcium ion into cytosol	4/218	43/21359	0.000953717886211488	0.0335018772369184	0.0274153842542541	Gstm7/Gper1/Bax/P2ry6	4	AbstinencevsSaline
GO:0098656	BP	GO:0098656	anion transmembrane transport	8/218	197/21359	0.000971628861742104	0.0337717736997097	0.0276362469594679	Kcnj10/Myc/Mpc1/Prnp/Glrb/Slc35a1/Slc6a9/Slc6a1	8	AbstinencevsSaline
GO:1905475	BP	GO:1905475	regulation of protein localization to membrane	8/218	198/21359	0.00100383218931276	0.0343525585074211	0.0281115170035863	Ank3/Nrxn1/Gsn/Tnfaip6/Prnp/Gper1/Clip3/Pls1	8	AbstinencevsSaline
GO:0007009	BP	GO:0007009	plasma membrane organization	7/218	153/21359	0.00100914541950934	0.0343525585074211	0.0281115170035863	Tmeff2/Ank3/Clu/Gsn/Syt11/Tpst2/Fa2h	7	AbstinencevsSaline
GO:0007422	BP	GO:0007422	peripheral nervous system development	5/218	75/21359	0.00102243838434793	0.0344499137256824	0.0281911850979715	Ednrb/Sox10/Sox8/Hapln2/Fa2h	5	AbstinencevsSaline
GO:0032230	BP	GO:0032230	positive regulation of synaptic transmission, GABAergic	3/218	20/21359	0.00105159593090475	0.0350744420590656	0.028702251511244	Nrxn1/Car2/Nlgn1	3	AbstinencevsSaline
GO:0043113	BP	GO:0043113	receptor clustering	5/218	76/21359	0.00108548099455924	0.0355850706432356	0.0291201110463151	Nrxn1/Gsn/Tnfaip6/Nlgn1/Glrb	5	AbstinencevsSaline
GO:00705071	BP	GO:0070507	regulation of microtubule cytoskeleton organization	7/218	155/21359	0.00108845915656172	0.0355850706432356	0.0291201110463151	Tppp/Stmn4/Slain1/Hspa1a/Tubb4a/Hsph1/Clip3	7	AbstinencevsSaline
GO:00723301	BP	GO:0072330	monocarboxylic acid biosynthetic process	8/218	202/21359	0.0011412967933573	0.0369466863888805	0.0302343536485882	Nr1d1/Scd2/Ptgds/Gstm7/Prkab1/Fa2h/Elovl4/Plp1	8	AbstinencevsSaline
GO:0099173	BP	GO:0099173	postsynapse organization	8/218	204/21359	0.00121544949446106	0.0389651867059265	0.0318861405445227	Nrxn1/Prnp/Nlgn1/Glrb/Ptprd/Ptprf/Eef2k/Pak3	8	AbstinencevsSaline
GO:0002686	BP	GO:0002686	negative regulation of leukocyte migration	4/218	46/21359	0.00123138396686549	0.0390964409479792	0.0319935490176488	Adora1/Apod/Il33/Tnfaip6	4	AbstinencevsSaline
GO:00467851	BP	GO:0046785	microtubule polymerization	5/218	79/21359	0.00129193943947544	0.0406284193252183	0.0332472034198844	Tppp/Slain1/Tubb4a/Clip3/Tppp3	5	AbstinencevsSaline
GO:0007628	BP	GO:0007628	adult walking behavior	4/218	47/21359	0.0013352822285762	0.0407773696473676	0.0333690930169252	Cntn2/Kcnj10/Efnb3/Glrb	4	AbstinencevsSaline
GO:0010332	BP	GO:0010332	response to gamma radiation	4/218	47/21359	0.0013352822285762	0.0407773696473676	0.0333690930169252	Pnp/Myc/Bax/Cryab	4	AbstinencevsSaline
GO:0032409	BP	GO:0032409	regulation of transporter activity	10/218	309/21359	0.0013393010121858	0.0407773696473676	0.0333690930169252	Ifngr1/Gja1/Ank3/Nrxn1/Prnp/Nlgn1/Gstm7/Slc6a9/Gper1/P2ry6	10	AbstinencevsSaline
GO:0009636	BP	GO:0009636	response to toxic substance	6/218	118/21359	0.00134607307436798	0.0407773696473676	0.0333690930169252	Prdx6/Ddc/Cnp/Gstm7/Slc6a1/Bax	6	AbstinencevsSaline
GO:0051965	BP	GO:0051965	positive regulation of synapse assembly	5/218	80/21359	0.00136679729516739	0.041028769714934	0.033574819681289	Nrxn1/Nlgn1/Ptprd/Lrrn1/Eef2k	5	AbstinencevsSaline
GO:0072578	BP	GO:0072578	neurotransmitter-gated ion channel clustering	3/218	22/21359	0.00139938358643864	0.0415828691059851	0.0340282524132309	Nrxn1/Nlgn1/Glrb	3	AbstinencevsSaline
GO:19029031	BP	GO:1902903	regulation of supramolecular fiber organization	11/218	366/21359	0.00141165576977733	0.0415828691059851	0.0340282524132309	Tmeff2/Fermt2/Clu/Slain1/Tubb4a/Gsn/Pfn2/Ctnna2/Clip3/Cryab/Pak3	11	AbstinencevsSaline
GO:0033002	BP	GO:0033002	muscle cell proliferation	9/218	259/21359	0.00142303579920543	0.0415828691059851	0.0340282524132309	Gja1/Myc/Apod/Il6ra/Hes5/Gper1/P2ry6/Fgfr2/Ncam1	9	AbstinencevsSaline
GO:0002673	BP	GO:0002673	regulation of acute inflammatory response	4/218	48/21359	0.00144515005773554	0.0418586446547609	0.0342539261145625	Adora1/Fcgr3/Ednrb/Cnr1	4	AbstinencevsSaline
GO:0034764	BP	GO:0034764	positive regulation of transmembrane transport	9/218	262/21359	0.00154028459325979	0.0442262584951638	0.0361914009235505	Ifngr1/Ank3/Car2/Gstm7/Gper1/Clip3/Bax/P2ry6/Plp1	9	AbstinencevsSaline
GO:0000413	BP	GO:0000413	protein peptidyl-prolyl isomerization	3/218	23/21359	0.00159725049799753	0.0450779584990413	0.0368883673266725	Ppil2/Fkbp5/Ppid	3	AbstinencevsSaline
GO:00316431	BP	GO:0031643	positive regulation of myelination	3/218	23/21359	0.00159725049799753	0.0450779584990413	0.0368883673266725	Tppp/Sox10/Mag	3	AbstinencevsSaline
GO:00514941	BP	GO:0051494	negative regulation of cytoskeleton organization	7/218	167/21359	0.0016726488331267	0.0459719645921381	0.0376199538104557	Tmeff2/Tubb4a/Gsn/Pfn2/Espn/Ctnna2/Clip3	7	AbstinencevsSaline
GO:0071248	BP	GO:0071248	cellular response to metal ion	7/218	167/21359	0.0016726488331267	0.0459719645921381	0.0376199538104557	Kcnj10/Ank3/Nrxn1/Gsn/Prnp/Nlgn1/Syt11	7	AbstinencevsSaline
GO:0090659	BP	GO:0090659	walking behavior	4/218	50/21359	0.00168350631791966	0.0459719645921381	0.0376199538104557	Cntn2/Kcnj10/Efnb3/Glrb	4	AbstinencevsSaline
GO:0034109	BP	GO:0034109	homotypic cell-cell adhesion	5/218	84/21359	0.001698540181781	0.0459719645921381	0.0376199538104557	Ank3/Fermt3/Il6ra/Plpp3/Ncam1	5	AbstinencevsSaline
GO:0051966	BP	GO:0051966	regulation of synaptic transmission, glutamatergic	5/218	84/21359	0.001698540181781	0.0459719645921381	0.0376199538104557	Adora1/Nrxn1/Nlgn1/Cnr1/Grm3	5	AbstinencevsSaline
GO:00420261	BP	GO:0042026	protein refolding	3/218	24/21359	0.00181177810592558	0.0474950500488563	0.038866330923974	Hspa1a/Dnaja1/Cryab	3	AbstinencevsSaline
GO:1990000	BP	GO:1990000	amyloid fibril formation	3/218	24/21359	0.00181177810592558	0.0474950500488563	0.038866330923974	Clu/Gsn/Cryab	3	AbstinencevsSaline
GO:0008038	BP	GO:0008038	neuron recognition	4/218	51/21359	0.00181234897218531	0.0474950500488563	0.038866330923974	Cntn2/Efnb3/Cnr1/Ncam1	4	AbstinencevsSaline
GO:0048066	BP	GO:0048066	developmental pigmentation	4/218	51/21359	0.00181234897218531	0.0474950500488563	0.038866330923974	Ednrb/Sox10/Hps4/Bax	4	AbstinencevsSaline
GO:00432091	CC	GO:0043209	myelin sheath	17/220	207/21251	5.76511887973802e-11	1.81024732823774e-08	1.40183416970472e-08	Cntn2/Omg/Cnp/Tppp/Cntn1/Mog/Tubb4a/Gsn/Ermn/Car2/Cldn11/Tspan2/Mag/Pllp/Ncam1/Cryab/Plp1	17	AbstinencevsSaline
GO:00970601	CC	GO:0097060	synaptic membrane	21/220	463/21251	1.68516933693641e-08	2.14131453692468e-06	1.65820870945223e-06	Cntn2/Adora1/Ank3/Efnb3/Cntn1/Nrxn1/Nlgn1/Glrb/Syt11/Cnr1/Ptprd/Slc6a9/Ptprf/Grm3/Gper1/Ctnna2/Slc6a1/Gpm6a/Ncam1/Cryab/Cspg5	21	AbstinencevsSaline
GO:0042734	CC	GO:0042734	presynaptic membrane	14/220	198/21251	2.04584191425924e-08	2.14131453692468e-06	1.65820870945223e-06	Adora1/Efnb3/Cntn1/Nrxn1/Syt11/Cnr1/Ptprd/Slc6a9/Grm3/Gper1/Ctnna2/Slc6a1/Gpm6a/Ncam1	14	AbstinencevsSaline
GO:0099240	CC	GO:0099240	intrinsic component of synaptic membrane	15/220	245/21251	4.34746070989151e-08	3.41275665726484e-06	2.64279848417089e-06	Cntn2/Efnb3/Cntn1/Nrxn1/Nlgn1/Syt11/Cnr1/Ptprd/Slc6a9/Ptprf/Grm3/Slc6a1/Gpm6a/Ncam1/Cspg5	15	AbstinencevsSaline
GO:0098889	CC	GO:0098889	intrinsic component of presynaptic membrane	11/220	128/21251	9.60970427107228e-08	6.03489428223339e-06	4.67335091919515e-06	Efnb3/Cntn1/Nrxn1/Syt11/Cnr1/Ptprd/Slc6a9/Grm3/Slc6a1/Gpm6a/Ncam1	11	AbstinencevsSaline
GO:00443041	CC	GO:0044304	main axon	9/220	81/21251	1.58598486185286e-07	8.29998744369664e-06	6.42741233487738e-06	Cntn2/Adora1/Ank3/Spock1/Tubb4a/Ermn/Bcan/Hapln2/Mag	9	AbstinencevsSaline
GO:0099056	CC	GO:0099056	integral component of presynaptic membrane	10/220	115/21251	3.33183748282432e-07	1.49456709943834e-05	1.15737512561266e-05	Efnb3/Nrxn1/Syt11/Cnr1/Ptprd/Slc6a9/Grm3/Slc6a1/Gpm6a/Ncam1	10	AbstinencevsSaline
GO:00989841	CC	GO:0098984	neuron to neuron synapse	18/220	432/21251	6.40952759587824e-07	2.38288831033714e-05	1.84528058896373e-05	Adora1/Ifngr1/Anks1b/Efnb3/Nrxn1/Prnp/Nlgn1/Dclk1/Syt11/Ptprd/Slc6a9/Ptprf/Grm3/Gper1/Ctnna2/Eef2k/Cryab/Pak3	18	AbstinencevsSaline
GO:0099699	CC	GO:0099699	integral component of synaptic membrane	13/220	225/21251	6.82993464746314e-07	2.38288831033714e-05	1.84528058896373e-05	Efnb3/Nrxn1/Nlgn1/Syt11/Cnr1/Ptprd/Slc6a9/Ptprf/Grm3/Slc6a1/Gpm6a/Ncam1/Cspg5	13	AbstinencevsSaline
GO:0033268	CC	GO:0033268	node of Ranvier	5/220	18/21251	8.72307714324711e-07	2.73904622297959e-05	2.12108507377903e-05	Cntn2/Ank3/Spock1/Bcan/Hapln2	5	AbstinencevsSaline
GO:00452111	CC	GO:0045211	postsynaptic membrane	15/220	323/21251	1.50378189754418e-06	4.29261378026247e-05	3.32414945772923e-05	Cntn2/Adora1/Ank3/Efnb3/Cntn1/Nlgn1/Glrb/Slc6a9/Ptprf/Grm3/Gper1/Ctnna2/Slc6a1/Ncam1/Cspg5	15	AbstinencevsSaline
GO:01500341	CC	GO:0150034	distal axon	16/220	371/21251	1.75777338976969e-06	4.59950703656402e-05	3.561803974007e-05	Ptprn/Adora1/Clu/Pcdh9/Nrxn1/Mapk8ip1/Prnp/Dclk1/Syt11/Cnr1/Ptprf/Gper1/Kcna6/Gpm6a/Fez1/Ncam1	16	AbstinencevsSaline
GO:0045121	CC	GO:0045121	membrane raft	16/220	384/21251	2.74021301573888e-06	6.35429904935146e-05	4.92069420181089e-05	Gja1/Unc5b/Ednrb/Cntn1/Hspa1a/Mog/Ctnna1/Mal/Prnp/Hck/Rgs19/Cnr1/Plpp3/Clip3/Gprc5b/Pllp	16	AbstinencevsSaline
GO:0098857	CC	GO:0098857	membrane microdomain	16/220	385/21251	2.833126964679e-06	6.35429904935146e-05	4.92069420181089e-05	Gja1/Unc5b/Ednrb/Cntn1/Hspa1a/Mog/Ctnna1/Mal/Prnp/Hck/Rgs19/Cnr1/Plpp3/Clip3/Gprc5b/Pllp	16	AbstinencevsSaline
GO:0098686	CC	GO:0098686	hippocampal mossy fiber to CA3 synapse	6/220	49/21251	1.10889304449186e-05	0.000230335737146474	0.000178369276838201	Anks1b/Efnb3/Ptprd/Slc6a9/Gper1/Ctnna2	6	AbstinencevsSaline
GO:00995721	CC	GO:0099572	postsynaptic specialization	16/220	431/21251	1.1736852848228e-05	0.000230335737146474	0.000178369276838201	Adora1/Ifngr1/Anks1b/Efnb3/Prnp/Nlgn1/Dclk1/Syt11/Slc6a9/Ptprf/Grm3/Gper1/Ctnna2/Eef2k/Cryab/Pak3	16	AbstinencevsSaline
GO:0060076	CC	GO:0060076	excitatory synapse	7/220	77/21251	1.50670484241013e-05	0.000278297247362812	0.000215510104394266	Nrxn1/Nlgn1/Syt11/Slc6a9/Ptprf/Ctnna2/Fgfr2	7	AbstinencevsSaline
GO:00140691	CC	GO:0014069	postsynaptic density	15/220	394/21251	1.64958884393019e-05	0.000287761609441155	0.000222839194706359	Adora1/Ifngr1/Anks1b/Efnb3/Prnp/Dclk1/Syt11/Slc6a9/Ptprf/Grm3/Gper1/Ctnna2/Eef2k/Cryab/Pak3	15	AbstinencevsSaline
GO:0098936	CC	GO:0098936	intrinsic component of postsynaptic membrane	10/220	179/21251	1.8128017427107e-05	0.000299589340637453	0.000231998450175165	Cntn2/Efnb3/Cntn1/Nlgn1/Slc6a9/Ptprf/Grm3/Slc6a1/Ncam1/Cspg5	10	AbstinencevsSaline
GO:00322791	CC	GO:0032279	asymmetric synapse	15/220	402/21251	2.08499768573748e-05	0.000327344636660784	0.000253491823897557	Adora1/Ifngr1/Anks1b/Efnb3/Prnp/Dclk1/Syt11/Slc6a9/Ptprf/Grm3/Gper1/Ctnna2/Eef2k/Cryab/Pak3	15	AbstinencevsSaline
GO:0016323	CC	GO:0016323	basolateral plasma membrane	11/220	240/21251	4.34627757652594e-05	0.00064987198049007	0.000503253193071425	Adora1/Kcnj10/Ank3/Ddr1/Itga6/Car2/Plpp3/Slc6a9/Cd38/Ctnna2/P2ry6	11	AbstinencevsSaline
GO:00304261	CC	GO:0030426	growth cone	10/220	200/21251	4.68040198975422e-05	0.00066802101126492	0.000517307588341255	Clu/Pcdh9/Nrxn1/Mapk8ip1/Dclk1/Cnr1/Ptprf/Gpm6a/Fez1/Ncam1	10	AbstinencevsSaline
GO:0045178	CC	GO:0045178	basal part of cell	12/220	294/21251	6.03865492990155e-05	0.000817719530787443	0.000633232355386856	Adora1/Kcnj10/Ank3/Ddr1/Itga6/Car2/Cldn11/Plpp3/Slc6a9/Cd38/Ctnna2/P2ry6	12	AbstinencevsSaline
GO:00304271	CC	GO:0030427	site of polarized growth	10/220	207/21251	6.2500855856365e-05	0.000817719530787443	0.000633232355386856	Clu/Pcdh9/Nrxn1/Mapk8ip1/Dclk1/Cnr1/Ptprf/Gpm6a/Fez1/Ncam1	10	AbstinencevsSaline
GO:0048786	CC	GO:0048786	presynaptic active zone	7/220	98/21251	7.21515482577506e-05	0.000906223446117347	0.000701768743054332	Adora1/Nrxn1/Syt11/Grm3/Gper1/Ctnna2/Gpm6a	7	AbstinencevsSaline
GO:0009925	CC	GO:0009925	basal plasma membrane	11/220	269/21251	0.000120472346910574	0.0014549352665354	0.00112668470187622	Adora1/Kcnj10/Ank3/Ddr1/Itga6/Car2/Plpp3/Slc6a9/Cd38/Ctnna2/P2ry6	11	AbstinencevsSaline
GO:0098982	CC	GO:0098982	GABA-ergic synapse	7/220	107/21251	0.00012573235849129	0.00146222076171352	0.00113232650337185	Nrxn1/Nlgn1/Glrb/Bcan/Cnr1/Slc6a1/Cspg5	7	AbstinencevsSaline
GO:0043197	CC	GO:0043197	dendritic spine	9/220	198/21251	0.000229699332372066	0.00257591394160102	0.0019947573600732	Adora1/Nr1d1/Nlgn1/Syt11/Grm3/Gper1/Eef2k/Dnajb1/Cryab	9	AbstinencevsSaline
