	SAL01	SAL02	SAL03	SAL04	SAL07	MN01	MN02	MN03	MN04	MN05	ABS01	ABS02	ABS03	ABS04	ABS05	ABS06	ABS07
Gm41932|Gm41932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167836|LOC108167836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32985|Gm32985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41933|Gm41933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33042|Gm33042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167704|LOC108167704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cntnap5a|Cntnap5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
LOC108167601|LOC108167601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B020011L13Rik|B020011L13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28867|Gm28867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41934|Gm41934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167707|LOC108167707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33388|Gm33388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41935|Gm41935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33490|Gm33490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
Gm33575|Gm33575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167708|LOC108167708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3830432H09Rik|3830432H09Rik	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
Cfap221|Cfap221	41	0	4	15	0	0	50	0	0	0	0	55	0	0	0	0	15
Gm33817|Gm33817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sctr|Sctr	5	0	2	0	0	0	0	0	0	0	0	0	21	23	0	0	0
Gm33764|Gm33764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41936|Gm41936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41938|Gm41938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1ql2|C1ql2	0	0	30	5	0	0	0	0	0	0	0	0	0	0	0	45	0
LOC108167722|LOC108167722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marco|Marco	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41939|Gm41939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
En1|En1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34352|Gm34352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610027F03Rik|2610027F03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29345|Gm29345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34584|Gm34584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34641|Gm34641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34698|Gm34698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41940|Gm41940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167603|LOC108167603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210011K15Rik|2210011K15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28590|Gm28590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpp10|Dpp10	0	0	0	0	0	21	50	40	24	0	0	13	0	0	168	9	131
Gm41941|Gm41941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35355|Gm35355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nckap5|Nckap5	0	8	53	30	51	0	0	0	119	0	0	56	0	0	0	22	0
Gm35562|Gm35562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102639337|LOC102639337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41945|Gm41945	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
Lct|Lct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41950|Gm41950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thsd7b|Thsd7b	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0
Gm36347|Gm36347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41951|Gm41951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16083|Gm16083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zp3r|Zp3r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4bp|C4bp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4bp-ps1|C4bp-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28856|Gm28856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcamr|Fcamr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102640771|LOC102640771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigr|Pigr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcmr|Fcmr	3	0	0	25	0	0	49	69	0	0	0	0	0	145	0	0	0
Il24|Il24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il20|Il20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il19|Il19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41952|Gm41952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il10|Il10	40	0	39	0	0	0	0	50	0	0	0	49	99	7	0	33	132
Avpr1b|Avpr1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30104|Gm30104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc26a9|Slc26a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc45a3|Slc45a3	24	6	0	0	44	0	0	93	0	158	0	28	22	22	0	82	70
LOC105246707|LOC105246707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167726|LOC108167726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30153|Gm30153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30242|Gm30242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29695|Gm29695	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Lemd1|Lemd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir135b|Mir135b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29630|Gm29630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38446|Gm38446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhdc8a|Klhdc8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F730311O21Rik|F730311O21Rik	0	9	36	0	55	13	0	0	0	0	0	0	0	12	0	0	0
Gm31101|Gm31101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrn2|Lrrn2	9	36	19	3	0	0	3	0	38	20	0	0	0	0	0	0	0
Gm31159|Gm31159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38687|Gm38687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekha6|Plekha6	0	0	0	0	3	44	0	0	0	0	0	0	0	5	0	14	0
Gm19461|Gm19461	0	0	0	0	0	0	0	37	34	0	0	0	0	0	0	0	0
Golt1a|Golt1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kiss1|Kiss1	0	0	3	23	0	0	35	0	0	0	0	12	0	0	0	0	0
Etnk2|Etnk2	34	0	0	5	0	0	0	8	54	32	0	21	0	64	0	86	41
Lax1|Lax1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41954|Gm41954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28441|Gm28441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31515|Gm31515	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
Optc|Optc	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	19
Gm31629|Gm31629	0	0	11	4	0	0	0	13	0	0	0	24	12	0	0	41	0
Chit1|Chit1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0
LOC108167728|LOC108167728	0	3	0	0	0	0	7	0	0	7	0	11	0	0	0	0	0
Gm32221|Gm32221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myog|Myog	19	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0
4933406M09Rik|4933406M09Rik	6	0	0	0	77	0	0	0	9	0	0	0	0	0	0	52	0
LOC108167729|LOC108167729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lgr6|Lgr6	0	0	0	0	108	0	0	0	0	0	0	0	34	0	0	0	0
Ptprv|Ptprv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn7|Ptpn7	32	0	0	18	73	44	0	0	0	79	0	34	12	55	93	0	0
Gm41955|Gm41955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41956|Gm41956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32835|Gm32835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnnt2|Tnnt2	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pkp1|Pkp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascl5|Ascl5	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Mroh3|Mroh3	0	0	0	0	0	0	46	0	0	0	0	5	0	0	9	0	0
Gpr25|Gpr25	0	0	5	0	0	0	0	0	0	0	0	0	7	0	0	0	0
Kif14|Kif14	0	0	13	0	0	3	0	0	0	0	0	58	0	0	10	9	0
Gm29485|Gm29485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34056|Gm34056	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
Gm41958|Gm41958	3	0	7	0	0	0	0	19	0	0	0	0	0	0	61	0	0
Gm19705|Gm19705	0	0	0	0	0	0	0	24	0	0	0	7	0	0	2	19	27
Platr22|Platr22	16	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0
Nr5a2|Nr5a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
Gm34244|Gm34244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34306|Gm34306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir181a-1|Mir181a-1	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Gm34353|Gm34353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1g3|Atp6v1g3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28500|Gm28500	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
1700019P21Rik|1700019P21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933436E23Rik|4933436E23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34816|Gm34816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F13b|F13b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfhr1|Cfhr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfhr3|Cfhr3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41963|Gm41963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnt2|Kcnt2	0	0	0	0	0	0	0	0	0	0	0	43	0	11	0	0	0
4930590L20Rik|4930590L20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35244|Gm35244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35303|Gm35303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38658|Gm38658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167731|LOC108167731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35356|Gm35356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs13|Rgs13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35415|Gm35415	0	0	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0
Rgs21|Rgs21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41965|Gm41965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41966|Gm41966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29398|Gm29398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptgs2os2|Ptgs2os2	0	0	0	0	0	3	0	12	0	0	0	0	0	9	0	0	0
Pdc|Pdc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310030A07Rik|2310030A07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41967|Gm41967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3110040M04Rik|3110040M04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41969|Gm41969	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Gm25279|Gm25279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36920|Gm36920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41970|Gm41970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29954|Gm29954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lamc2|Lamc2	0	0	34	4	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167838|LOC108167838	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C230024C17Rik|C230024C17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgsl1|Rgsl1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
Gm41974|Gm41974	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Teddm2|Teddm2	21	0	0	0	0	26	0	0	0	0	0	0	0	0	72	0	0
Teddm1b|Teddm1b	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
Teddm1a|Teddm1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30388|Gm30388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp648|Zfp648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930452N14Rik|4930452N14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930532M18Rik|4930532M18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30465|Gm30465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacna1e|Cacna1e	13	0	0	0	7	0	0	9	0	51	0	0	0	17	23	90	46
Gm30521|Gm30521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41976|Gm41976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30602|Gm30602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41977|Gm41977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9530|Gm9530	51	39	18	66	104	15	30	132	0	0	0	54	27	67	59	75	69
Gm41981|Gm41981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31713|Gm31713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31772|Gm31772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5532|Gm5532	0	3	29	0	0	0	0	0	0	0	0	17	0	0	0	0	0
Lhx4|Lhx4	0	5	32	26	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30472|Gm30472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdrd5|Tdrd5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nphs2|Nphs2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Axdnd1|Axdnd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39682|Gm39682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39683|Gm39683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39685|Gm39685	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30568|Gm30568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex35|Tex35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30903|Gm30903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39686|Gm39686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pappa2|Pappa2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39687|Gm39687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930562F17Rik|4930562F17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31493|Gm31493	9	0	0	0	5	0	0	0	12	38	0	29	0	0	0	0	0
Gm31667|Gm31667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37294|Gm37294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnn|Tnn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfsf4|Tnfsf4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31869|Gm31869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fasl|Fasl	0	0	36	9	0	0	0	0	6	0	0	0	25	71	0	0	0
Gm31925|Gm31925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myoc|Myoc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7420461P10Rik|7420461P10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmo4|Fmo4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32197|Gm32197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmo6|Fmo6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32279|Gm32279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmo3|Fmo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mroh9|Mroh9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32333|Gm32333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39689|Gm39689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sele|Sele	0	0	17	33	0	0	0	0	0	9	0	20	0	130	0	0	110
Gm32391|Gm32391	0	0	0	4	0	0	0	0	0	222	0	0	0	0	0	0	0
LOC108167741|LOC108167741	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
Gm32459|Gm32459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39691|Gm39691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26685|Gm26685	0	8	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpt|Dpt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32569|Gm32569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32652|Gm32652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20743|Gm20743	0	0	8	0	0	0	0	25	0	0	0	0	0	0	0	0	0
Gm39692|Gm39692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029M03Rik|1700029M03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930568G15Rik|4930568G15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33224|Gm33224	0	0	0	0	0	20	0	0	14	0	0	28	0	0	0	0	14
Gm39693|Gm39693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mael|Mael	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
Gm39694|Gm39694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33354|Gm33354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4846|Gm4846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4847|Gm4847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmo9|Fmo9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33404|Gm33404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167743|LOC108167743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16701|Gm16701	0	0	17	4	0	0	0	0	29	18	0	0	0	0	0	0	0
Gm33668|Gm33668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6347|Mir6347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39696|Gm39696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6348|Mir6348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34320|Gm34320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6354|Mir6354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39697|Gm39697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34421|Gm34421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34477|Gm34477	0	0	0	0	0	5	0	0	0	11	0	12	0	0	0	3	0
Gm34535|Gm34535	0	0	0	0	21	0	0	0	0	0	0	25	0	0	0	0	16
Gm34624|Gm34624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Gm39698|Gm39698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39699|Gm39699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh2d1b2|Sh2d1b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700015E13Rik|1700015E13Rik	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcrla|Fcrla	0	0	0	0	66	0	0	0	0	0	0	29	0	17	0	0	25
Mpz|Mpz	0	0	0	0	10	0	0	0	3	21	0	3	33	0	0	0	0
Gm26641|Gm26641	25	34	50	31	13	34	10	42	0	71	0	19	57	32	0	48	30
Itln1|Itln1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nhlh1|Nhlh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp1a4|Atp1a4	0	0	4	23	0	0	0	0	0	0	0	0	0	0	0	0	0
Vsig8|Vsig8	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
Fcrl6|Fcrl6	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0
Gm35601|Gm35601	63	0	0	1	0	0	0	34	0	0	0	0	0	0	0	0	47
Crp|Crp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apcs|Apcs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35686|Gm35686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr16|Olfr16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35742|Gm35742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1408|Olfr1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1406|Olfr1406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr218|Olfr218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1404|Olfr1404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr418|Olfr418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mptx2|Mptx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC094916|BC094916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pydc3|Pydc3	27	12	29	24	0	61	0	19	0	0	0	0	0	53	124	0	62
Ifi202b|Ifi202b	0	3	10	9	0	0	0	0	0	0	0	13	0	0	0	11	0
Olfr432|Olfr432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr430|Olfr430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr429|Olfr429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr427|Olfr427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr231|Olfr231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr424|Olfr424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr421-ps1|Olfr421-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr420|Olfr420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36196|Gm36196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spta1|Spta1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr419|Olfr419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mptx1|Mptx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr417|Olfr417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr248|Olfr248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr414|Olfr414	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Olfr220|Olfr220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grem2|Grem2	0	0	0	12	0	0	0	13	30	35	0	0	14	0	39	0	0
Rgs7|Rgs7	0	16	17	0	0	65	0	0	0	0	0	0	0	0	0	58	50
Kmo|Kmo	70	82	98	39	0	57	91	151	166	109	0	0	129	110	0	80	75
Gm39707|Gm39707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr64|Wdr64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36360|Gm36360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Becn2|Becn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36536|Gm36536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36586|Gm36586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29856|Gm29856	0	0	0	0	0	0	0	6	0	0	0	14	11	0	0	0	0
